Label,Tweets
1,تغرك ضحكتي ابتسمت الحزن احيان يضحك صاحبه
1,الانتحار غالبا سبه الاكتئاب  قنعيني ان كليوم فاليل افكاري الانتحاريه سبها ان انه مو مؤمنه 
2,احب اكتم زعلي لاني ادري ان محد راح يفهمه يشوفه بطريقتي 
1,ومهما ضاقت الحياه وتعثرت السبل فتذكر ان سعادتك تملك بمقدار قربك اله 
2,احلي منظر شفته اليوم اصحابي و قرايبي نازلين الوجه ️️️
1,عيوني تورمت كثر مابكيت محد يهتم
1,طبيعي ابكي بدون سب 
2,ابي قربك لحد الرمش بالرمش 
1,محد يفهمني يارب
1,اني انسانه تثقل ع نفسها باي شي الا اني مضغوطه نفسيا وعصبيا والقلق ملازمني واحس اني مشوشه الحياه مو عادله ليه ليه
1,انام كثير لان محد قاعد يفهم زعلي يفهمني
1,يارب ابغي اموت تعبت الحياه
1,اوف واله تعبت
2,اول مره اشوف الدنيا دنيا حلوه ومش سيعاني ️
2,انا قلبي قلبك  و ان العيون بعاد 
2,شعور جميل يوم تحذفون سنابكم
1,وحيده جدا
1,لقد تعبت  المرء منا يدرك انه متعب ولكنه يجهل يتعبه علي وجه التحديد كتنهيده عميقه بلا حزن كصراخ مرعب بلا الم 
1,يومين م ضحكت قلب واحس معجزه 
1,صايره اقوم النوم واحس ضيقه الدنيا كلها فيني ادري ليه
1,احس مافيني طاقه ل اي حاجه بالحياه 
1,مو حزن  انا اعيش فتره محد صار يفهمني داخل ابدا 
2,عندي صاحبتي مش لاقيتها اسمها تاتي
1,تنام قوه الضيقه وتصحي وانت لحين متضايق يصير م يبقي بالك الا انهي حياتي 
1,انا مش قويه واله انا بموت وبنهار وعايزه حد جمبي انا مكسوره اوي وعمري ماهفرح ادعولي والنبي ربنا يجمعني ب بابا ادعولي
1,ابي اصير شخص ايجابي ذاتي تعبت وانا اواسي الناس واعطيهم طاقه ايجابيه واكتب كلام ايجابي اعطي نفسي هالطاقه 
1,حاولت انتحر مره قبل كده و مره بتحصل حاجه غريبه
2,ابتسمت لغيري انت مضطر لاعتذار
2,تعبت اتكلم و اشرح او افسر لدرجه بطقاق و يهمني احد
1,انا ليه دايما لوحدي 
1,اكرهني ليه معقده الناس تقول مقعده حتي الناس الي تحبني تقول معقده محد يفهمني ليه محد يفهم وش قلبي
2, مارس   • اليقين ان تدعو اله بشئ وكل الاسباب حولك توحي بعدم تحقيقه و بداخلك ايمان و يقين تام بان اله  سيستجيب 
1,ليش وقت ضيقي محد يفهمني والكل يختفي 
2,صعبانين عليا قرايبي الي مفكرين اني مبنزلش استوري علي الواتساب 
2, باسمك ربي حصنت اهلي احب ان يصيبهم اذي فيصيبني اضعافه “
1,م افهم ليه نومي متقطع واقوم الف مره وارجع انام وربي الموضوع متعب
2,ناس ودك تسالهم انت ابتسمت بحياتك والا وجهك معلق 
1,محد جالس يفهمني واله بانهار
1,قرت انهي حياتي بالطريقه الا انا شيفاها صح مساعده
2,ياحبيبي اصادقه وياصديقي احبه 
2,يوم حلو زحمه 
1,المضحك المبكي انام بنوع حبوب واكمل يومي بنوع ثاني
1,انا اقلك اولا انا تراجعت بدراستي ونزلت درجاتي وخربت علاقاتي بالناس ماحس بشي وبس كنت ابكي احيان بدون سب شعري تساقط …
1,باب الخروج الحياه وينه تعبت 
1,خاطري انتحر تعبت ضغوطات الحياه ياخي 
1,صحيح انه يوم منهك جيد اني جالس انجز واشغل نفسي افكاري الانتحاريه ونظرتي السوداويه لحياه 
1,الان وقد عصفت الحياه  اني اشعر بالضعف  الوحده تقتلني  والضيق والهم يفتكان
2,صباحي معوذات تحفظني وتحفظ احبابي استوطن روحي سوء  صباحكم اقدار سعيده تقف علي عتبه ابوابكم باذن اله 
1,افكاري الانتحاريه قاعده تزيد يوم
2,انا راضيه يوم اطق مشوار لجامعه زي الحلوه ابدا مو مستعده   ٪ اخذ المحاضرات علي البلاك بورد  الا هالشي تكفون 
1,احتاج انعزل شي
2,باستمراريه دائما  احب حبيبي 
2,الاندومي بدون طبخ البهارات احلي سناك 
2,انا عقلاني
1,ليش احس اني حفره راح اطلع وليش احس فعلا اني وحيده 
1,حاولت انتحر قدرت 
2,يفز قلبي  '  ماحل طاريك  مدري عذاب العشق جنونك ' 
2,الهم امي  سندي وقوتي  الهم احفظها وابعد عنها مايضرها 
2,صار عندي ايمان قوي ان العلاقات  منقيسها بالمده بكثره القاءات تنقاس بالعمق  عادي تلتقي بناس بفتره قصيره يصيرون اقرب الناس لروحك 
2,باسمك ربي حصنت نفسي و اهلي احب ان يصيبنا اذي  الهم اني استودعتك اثمن اشيائي و اغلاها فاحفظها بحفظك ي اله 
1,انت مش موجوعه انا مكسوره
1,احتاج انعزل كائن اعرفه  اعيش لوحدي منطقه ريفيه  اصحي وانام ومحد مشغل تفكيري وقتي كله واسوي الي ودي اسويه اي مبالاه 
1,انا بجد عمر كان نومي متقطع كده بقالي فتره بصحي النوم كتر التفكير او اني بحلم بالحاجات الي بفكر و حقيقي انا تعبت
2,احد يحبك  انا احبني 
2,تهتم يكون رائعا البدايه  اهتم يبقي رائعا الي نهايه 
2,انا الانسانه الي افوز بالمزاجيه والعناد والتناقض بعدها ازعل ليه محد يفهمني ه 
1,ماقلكم ايش روحي باهته لدرجه اني اتصنع الضحكه حتي الامر ابينه عادي احس فاقده شعور الحياه
1,اها تغار علي صاحبتي حلو حلو استغرب تحبها ه
2,اهخ احبني
2,بقلبي شخص اغلي روحي علي وانا سعيده 
1,واله الوحده تقتلني 
2,نشريه قربك بالغلا نبيعه ️
1,فقدت الثقه وفقدت الشغف واراني افقد حاجه 
2,حتي التهايم تغيرت  صارت تيك وانت قاعد مو نايم 
1,اتكلم محد يفهمني ف بحافظ علي صمتي افضل حل 
2,والد صاحبتي تعبان جدا فضلا ادعوله ربنا يشفيه ويعافيه ويشفي مريض ويعافي مبتلي ويقوم بالسلامه ان شاء اله ويتم شفاه علي خير 
1,تذكرت يوم حاولت انتحر كنت اضحك وابكي بنفس الوقت شقد كنت مثيره لشفقه بعدها عرفت مافي شي بيرجع نفس قبل 
2,مسلسل بخط الايد ده جميل كفايه ان ايمان العاصي و يسرا الوزي
2,احب نفسي لدرجه اقدر اتخلي الناس لمجرد ضايقوني'معليش انا 
1,فقدت الحماس فعل اي شيء 
2,تكفون اكره بريكات الدوام الطويله صح راحه ماحب تطول
1,احب علي البال احبها احبها احبها
1,علي الوضوح الي فيني محد قادر يفهمني
2,والحل الارق  المشكله مدري هوا كثره تفكير ارق المهم مو قادره انام 
2,مالي بالرخيص نفسي توده  احب النادر الي يصعب علي غيري ️
2,اكره نومي يكون متقطع صحيت وانا مصدعه 
2,كان حضنها اليوم بمثابه امتلاكي لعالم لعده ثواني احس روحي جدا سعيده 
2,قربك عافيه 
1,شعور ملخبط وغريب ويتعب م اني كاره الكل اني كاره نفسي 
1,احب نفسي لدرجه اقدر اتخلي الناس لمجرد ضايقوني  معليش الا انا 
2,وجود الاخ حضور لصديق ابدي وحب ابدي الهم سندي  الهم اخي لابد ️
2,بقيت بستغربني اوي ف حاجه  مبقتش انا ال كنت عليها م فتره  ع الموضوع عقلاني شويه مفهوش روح كدا وحياه
2,ان ضحكت يموت محبوبك وان سكت اغرم واهاذيبك 
2,الهم تحبط دعوه تمناها قلبي 
2,جعلني صاحبي افقدك بيوم و جعلك معي طول هالسنين ودهرها
2,روحي سعيده هالصباح وجدا 
1,ايها الراقدون تحت التراب انتم الاحياء ونحن الاموات انتم السابقون ونحن الاحقون 
2,اله يلعن المسافه الي م تخليني اخذ صاحبي واضمه بوقت ضيقه 
1,حتي صاحبي الغير تغير 
2,قرايبي صارو بكل مكان يطلعولي 
2,هلافبراير شهر جديد الهم اجعله سعاده وبركه 
2,المزح احيانا يلامس الجرح انتبه ظريف
1,تعبت الحياه
2,افهمك انه قربك وحكيك عافيه  تبعد لحظه احب وقتي فييك 
2,بدايه يوم سعيده
2,احبه احبه احبه احبه
2,روحي وهي معاك سعيده جدا 
1,الهم اني استودعتك نفسي احب ️
2,احب لمن تعالي صوت ضحكات اهلي  يارب دائما ️
1,الحياه مو عادله تخلي الحزن حليف ايامنا بينما لحظه وحده يستقر فينا الفرح 
1,علي وشك انهي حياتي واله 
2,احب اني انسانه حالي حال نفسي  ان مريت ماضريت 
1,امنيتي اني اموت وارتاح الهم والعذاب يلي بقلبي
2,خلاص احب عايشه احبها
2,اتمني يوم شوارع مكه تكون مثل يوم السبت فاضيه والدائري الثالث اوقف السياره وانزل ارقص محد دري عني وربي حلو يبويا
2,احب اني الوحيده المتحكمه بمزاجي واقدر اروق نفسي بنفسي 
2,يوم جميل ⁦️⁩⁦️⁩⁦️⁩
1,انا تعبت الحياه مين يكمل بدالي باله 
1,ليش انا وحيده 
1,حاولت انتحر مره
1,قمت اختصر بالكلام لان محد راح يفهمني 
1,احس مافيني طاقه اعيش
1,جالسه امر بفتره صعبه واوهام اخ
2,الوقت ماتدري شتسوي
1,تعبت انام وانا ضايق صدري
1,نمت وانا زعلانه والحين بداوم وانا زعلانه  الحياه جد مو عادله 
2,انتم بحاجه الي يوم جميل لذالك مسائكم انا 
2,يارب اني انتظر منك فرحا عظيما يسعد قلبي ويريح نفسي ويبكي عيني فرحا فبشرني اكرم الاكرمين
2,حبي الثاني لول بغلاك هادي النفس  مريحا بالي سمي جدك جعل عيني فداه وفداك انت سندي وعصاتي شاب راسي
1,جالسه امر بفتره صعبه وماعرف اطلع
1,و ليه طرا اسمك بالي ابتسمت 
2,الهم اسعدني سعاده يعقبها حزن  وسخر حظوظ الدنيا اطيبها 
1,يارب خوذني باسرع وقت ويارب ماحس بقلبي مره ثانيه ويارب اموت وارتاح
2,بكرا ماني متامله انو يكون يوم حلو ياليت يجيني الكلام المطلوب الي يخليني فوق الغيم حلاوه الشعور
1,تخطي وتكسر خاطري وانت مرتاح وانا بقمه ضيقتي ابتسمت 
1,احسني الفتره ضعيفه مره احس انا لاني ماكنت بهذا الضعف قبل
2,لندفن الذاكره ونحن نغني  وديع سعاده
2,تؤام روحي ♡ اين انت ماده الروح المنسكبه روحي 
1,حقيقي نفسي انهي حياتي دي وابتدي جياه جديده لوحدي حد بردو
2,اكثر كونه حبيبي حياه واكثر 
2,يارب بكرا يكون يوم حلو وميز لاني ودي اضيفو ل الايام الحلوه بحكم انو
1,ليتني اموت وارتاح 
2,يحرق متحمس لنتيجه
2,جهز الابتسامه قبل ان تمد يدك لمصافحه مصافحه ابتسامه تقرب قلبا تمنح سعاده  مساء السعاده والابتسامه الجميله علي محياكم
1,انا مش عارفه انهي حياتي وفي نفس الوقت مش عارفه استمر  ربنا يرزقني حسن الخاتمه عاجلا 
2,كان حضنك اليوم بمثابه امتلاكي لعالم لعده ثواني احس روحي جدا سعيده
1,مستحيل افضفض حتي وصلت لمرحله ابكي قدامك واذا تكلمت لازم احذف اشياء كثيره مو خوف عارفه بالنهايه محد يفهمني زي انا افهم نفسي
1,احب صوت صاحبي حبي واكثر ️
1,احب الناس الي تعطيني طاقه ايجابيه بسوالفها وتحمسني ️
1,اذا احد قالي احبك وقلت وانا مو معناها وانا احبه قال يحبني وانا قلت وانا احبني مثلك 
1,ياله احس مابي اكلم احد ولحد يكلمني ابي اصير وحيده رجاء تعبت الحياه الاجتماعيه
2,جاي عبالي اقدحها موته قبل رمضان انكد ع اهلي و قرايبي
1,اعترف اني حاولت انتحر مامريت بحادثه كسرتني ودخلت اكتئاب لفتره الحمدله قدرت اقوي نفسي شوي مازلت مكسوره داخلي
2,بيني وبين نفسي اعترف انك صديقي بيني وبين قلبي اقر انك حبيبي بيني وبين روحي اشعر انك توام روحي وبكل معاني الصدق و الوفاء انت
1,طبيعي اني كاره الناس والحياه بكبرها 
2,احس روحي سعيده ماسمعت صوت وضحكه  واه يارقه الكون واتساعه 
1,دوما اخشاه ان ابقي وحيدا ان تقتلني الوحده بعيدا شيء 
1,ابدا محد يقدر يفهمني 
1,محد يحبني انا وحيده دائما وابدا 
1,قرت قرار حلو اني اموت وارتاح
1,مجبوره بكل مره اخبي حزني وضيقتي وبعدها اطلع بمظهر الفرحانه ومو فارق معي  لان محد راح يفهمني  واحس تعبت وانا اكتم 
1,لين متي محد يفهمني 
1,م اعرف ليه انا قاعده اتظاهر بالقوه جوا مكسوره مكان 
2,روحوا قولوا لحلوين انهم حلوين بدون مناسبه تو صارت معاي واحس روحي صارت سعيده فرط الشعور الحلو 
2,الانسان امل كنبات ماء  ودون ابتسامه كورده رائحه  ودون ايمان باله وحش قطيع يرحم 
1,فيني كتمه ومشاعر تبكي وكل شي شين داخلي وجهي باقي صامت تعبت
2,يوم مش حلو
2,الهم احفظلي اهلي احب اينما حلت خطاهم الهم اني استودعتك حياتهم وصحتهم وسعادتهم فعندك يارب تضيع الودائع 
2,وحده قرايبي ولدت وبتسمي بنتها نفس اسم بنتي المستقبلي وانا الحين حاله انهيار مايعلم الا اله 
1,محد يقدر يفهمني ويحس بالشعور الي انا احسه
2,مدري متي قرايبي يستوعبو اني اتغطي عنهم 
1,احس روحي باهته ماعاد احتاج او ابغا شيء فحياتي ولاعندي شغف لاي شيء حياه مله
1,فعليا جالسه افكر انهي حياتي
2,سبحان اله دايما نظرتي لناس ف البدايه بتطلع صح ف النهايه 
2,مسندي و سندي واتكائي  عمقي وقوتي وملكي و مملكتي وضلعي الثابت يميل انت ️
1,مش لاقي الي اقوله اني تعبت الحياه 
1,كان السؤال الدائم بعقلي  انهي حياتي بدون اخلي حبايبي يبكون بعدي 
1,مدري انا دراما محد يفهمني 
1,خاطري انتحر تعبت الحياه ياخي 
2,تكن عقلاني لحد القسوه  تكن عاطفي لحد الهشاشه  يجب ان توازن عقلك وقلبك  لتري الامور بشكل افضل فكلاهما يحتاج الاخر 
1,تعبت السهر و الارق و الحياه بشكل عام و خاص
2,اليوم التايم كله طاقه ايجابيه كنت ادري انه المشكله شهر واحد كان انهيناه زمان
1,اليوم اول م قمت رحت لسطح و جلست ابكي حرفيا لين تفقعت عيوني بدون سب واضح
2,يارب يصير شي حلو بكرا الشخص الصح يارب اتمني ان يكون بكرا يوم حلو 
1,انا انسانه كويسه المشكله محد قادر يفهمني حتي انا مو فاهمتني 
2,تجبر احد علي قربك بغاك دل دربك 
1,حاولت انتحر خلال ثلاث شهور الي فات   مرات مازلت صامده
2,الهم سندي وقوتي وضلعي الثابت  الهم ابي واخي اتجاهاتي الهم عزوتي
2,احس روحي ترفرف وجدا سعيده ️
1,اهلي تاركيني فالبيت لحالي لمره المليون شفيهم ذول مايحبوني 
2,ربي احفظ روحا اخاف عليها شيء  واخشي عليها ضر يمسها  الهم اني استودعتك ابوي حبيبي و سندي و قوتي 
1,ابي شخص واحد يفهمني تكفون محد يفهمني حتي دانه تفهمني دايم
2,كثر التفكير مو قادره انام 
1,لتكن سعيدا حبيبي ساهتم انا بالاحزان يعرف قلبي الشقاء  ينفجر ابدا
1,تكلمت وضحت محد راح يفهمني فعلا 
2,ليتني ماتلقفت ورحت قريت كلام المفروض اقراه اهتم 
1,صايره اخاف هالعالم احتاج انعزل شي
2,يازين القهوه الوقت
1,انا حياتي تعبت مني واله 
2,واله اني سعيده مره بالتطور والتقدم السريعين لجامعتنا  وفخوره بانتمائي ️
1,محد راح يفهمني الاخر
2,انا الخايف الوضوح الي يعودني علي التجريح انا الهارب الي التلميح و انا الواقف علي باب الجواب اطق الباب
1,محد قادر يلمس الي جوتي او حتا يفهمني 
1,انا مكسوره هالفتره بشكل ‌ اقدر اخفيه اكثر ومع ‌ ‌ عجزت ‌ استند علي احد و دايما مافيني ‌ شيء رغم ‌ ان ‌ فيني ‌ شي 
2,طالعه اشوف حبيبتي 
2,اقنع بنفسي و اقول الدنيا حلوه 
1,ليش حظي الي احبهم زق ولي احبهم حلو وش الحياه انا متئ اموت وارتاح متئ 
2,وش اكثر مباراه متحمس اليوم ️
2,بدايه يوم كروي حافل نتمني انه يخلص حلو كده وفرقي كلها تفوز
1,حبيبتي مرادي وكيفي وذوقي
2,يارب القلق ارهقني و اخذ عافيتي كثير يارب طمن قلبي وريح بالي ياحبيبي ياربي 
2,احب تفهم اهلي اذا شافوني معصبه يهربون مني لانه عارفين وش بصير
2,دامك حبيبي ليالي العمر محلوه
1,اكره اتناقش اهلي و اسولف معهم
1,تعبت كتر الحنين لكل الحاجات الي مش موجوده ومش هاتبقي  تعبت خذلان الحياه وحقيقي نفسي حاجه واحده كويسه تخليني اصبر واتحمل
1,سمح اله درب وده يفارق الطريق وسيع والفرصه سعيده
2,يوم خفيف ظريف 
2,يوم شفته و الحشا مبهور حلو الوصايف الشين تعداه 
1,مقدر اكتب مشاعري براحتي صار خوفي انو محد يفهمني اكبر اني اشرح شيء كثير كثير كثير يضايقني
2,التوكل اعمق معانيه  انو يكون عندك ايمان كامل بان اله ح يهتم بيك حتي وانت شايف الامور مستحيله
2,وانت قربك سعاده وانت بعدك عذاب 
1,لقد بات الوحده تقتلني 
1,وين اخفي ضيقتي 
2,نفسي اقنع الناس الي يقولون نومك كثير اني احب النوم ومو قاعده احسه كثير ابد
1,صايره الحياه كئيبه جدا
2,يوم كروي متاز  يخليك تعقد ف القهوه وانت مزاجك حلو 
2,عمر امي شكت مني بالبيت بشي  هاليومين نفسها تدفع اي شي لوزاره افتحوا المدارس وطلعوا ايمان عندي 
1,محد رح يفهمني انا مو فاهمتني اساسا
1,اه يارب خلصني تعبت اتعايش واقاوم يوميا
1,واله ماقد ثبت موضوع فبالي فتره طويله الا اني انتحر وهذا اكثر شيء مو قادره اترد عنه حاولت
2,اهخ يوم تذكرت ان بكرا اوف ابتسمت ارادي
1,الحياه ابدا مو عادله تعبت
1,يمه فجاه بديت احس انو مافيني طاقه
2,يقول احدهم احبت شخصا يبادلني نفس الشعور  و احبني شخص ابادله نفس الشعور  اعلم ايهما اسوء ان اكون مكسورا او اكسر روحا 
1,زعلانه انو محد صار يفهمني
2,شهر جميل كالشهورالبقيه لان احتوي يوم ميلادك 
2,نورتي حبيبتي 
2,امشي وانا خايف  اطوفه والصدفه ربي سبيل اقول  اني بشوفه قلبي يجاوب    ; مستحيل 
1,وان قالوا اطلب تمني شيء وتنوله بتمني قربك كثر اله عطاني سنين ️️
1,يارب حق امنيه بات قلبي ليله 
1,احس فقدت الثقه بكل الناس
1,انا تعودت اكتم حزني بقلبي لين تبكي عيني و انام
1,سياخذ البشر نصيبه  سعاده او حزن  يفوتك شيء كتبه اله فارضي بالقدر وقل الحمد دوما وعلي حال 
1,يزعل انو محد قادر يفهمني 
1,سعاده شديده تعود وحيدا جديد
2,قربك ضياع انا راضي اضيع العمر كله معك 
1,مادري ارق ايش بالضبط صاير نومي متقطع كثير و متعبني مره 
1,دعائي هالوقت اني اموت وارتاح حياتي 
2,اله بكره بيكون يوم ميز لازم يكون يوم حلو حلو
1,حزن لان حولي ناس كثيره محد يفهمني ويعرف شعوري 
2,صوت صاحبتي خلاني اروق ️️️️️
1,تعبت نفسي
2,قرت اصير مهرج
2,الهم اني استودعتك اهلي و احب ف احفظهم بحفظك يارب 
2,حظوظ الدنيا الحلوه انك صاحبتي وتبقين اجمل صاحبه 
1,ليش دايم احس نفسي وحيده ان عندي اصدقاء محد يفهمني 
2, عندما اكون معك  اشعر باني زرت الاماكن احبها 
1,حاولت انتحر  مرات فمراحل مختلفه حياتي
1,الحياه الايام صايره مره كئيبه صرت اتحمل واله
2,لحول بنات مدرستي غصب يدخلوني عالمهم القذر ومشاكلهم الي تضحك 
2,جاء ع بالي واشتقت شويه لقيتو مبلكني ه
2,اطالب ا  ايمان الزعير انها تسوي معي اجتماع لان واله مو عمل
2,تكون روحي خفيفه تطير سعيده راضيه قسمه اله نصيب
1,تقتلني الوحده واشعر بوحشه تملا زوايا غرفتي وبرد جمجمتي 
2,حبيبي و صارو الناس ضده  تحداهم و حط ايدي بيده همو حبيبي 
2,عصريه سعيده لجميع يارب ️
2,انا حبيبي بسمته تخجل الضيء حبيبي وانتم 
2,صدقوني بتلقون مثل صاحبتي نوف يوم تطمن علي زقيت ام 
2,تعلم اني احبها  ولكني احبها اكثر تعلم 
1,تظهر امام الناس بكل هدوء تنفجر فجاه لاسباب تافه تعود لهدوئك وكان شيئا يكن تجتاحك نوبه بكاء لكنك تبك
2,مسندي و سندي و اتكائي  عمقي و قوتي و ملكي و ملكتي و ضلعي الثابت يميل ️
1,تعبت نفسي الي حولي قلبي الحياه بكبرها ياربيه ياحبيبي القيامه
2,ويحدث لانسان انه يجوع وخاطره ياكل  مابدانه ياكل الا طبخ ماماته 
2,خلص الفلم ولحين اصيح لحول 
2,يفوز باكثر يوم ضحكت الفجر لحين  حرفيا اله يوسع صدر نفوعي 
1,اله يلعن حياتي شي صعب و مقفل علي جه و ستل الوم نفسي و احس اني ضعيفه و ان كله غلطي انا
1,دارت الدنيا صاحبي هنيالك صرت انا غريبك وهم احبابك 
1,انا مو كئيبه انا عايشه فتره محد عارف يفهمني داخلي بيفهم 
2,بلغت مده السهر ماقدر انام اكثر  ساعات واله شي مستفز واذا نمتها نومي متقطع يعني غصب انام عشان اشبع 
2,اصنع لنفسك يوم جميل وسلك لعمرك محد فاضي هالايام 
1,حياتي قاعده تخرب و لحظاتي السيئه راح تزيد و يوم رغبتي انه انهي حياتي تزيد
1,احس بقي طول عمري محد راح يفهمني احد يحس بضيقتي وزعلي وكلشي صرت حتي اذا زعلت اشخاص انحط السب والوم علي شي يعور القلب واله
1,احس اني قاعده امر بفتره صعبه نفسيا 
1,الوحده كادت تقتلني 
2,يوم جميل و خبر جميل 
1,الفكره اني فكرت كتير الانتحار ويمكن جربت قبل كده  ازاي انتحر وانا مت زمان  ازاي اموت نفسي وهيا مات اساسا
1,قلت كلام كثير محد راح يفهمني
2,شوبي متحمس الدفاع الحقيقه مو داري ريبيكا لسي 
1,مافيني طاقه اي شي احس ودي اكون منسدحه الين مدري متي 
1,جالسه امر بفتره صعبه بفتره احس معد اتحمل اي ناس تصنع يارب راحه كلشي 
2,اله انت سندي توشك حبال قوتي ان تنقطع 
2,الانسان الزملكاوي مش متحمس ليه 
2,عندي اي استعداد اداوم بكره وسب صاحبتي الحلوه مسافره وش يحفزن لبكره 
2,انا اسوي شيء يرضيني ويعجبني حرفيا لاني مؤمنه ايمان تام بان الناس يملا عينهم الا التراب 
2,صح النوم
1,ليش محد راضي يفهمني
2,عارفين تحسوا ان الدنيا حلوه وكلشي حلو عشان انسان واحد  شعوري الحين 
2,ينبض قلبي اشتياقا فما حالك 
1,اكتشفت صدق محد يفهمني يعني يفهم اني عصبت يفهم اني زعلت يفهم اني كاره الشي ف لموت احسن
1,ايش انا حاسه بضياع بهالحظه
2,تدرون وش  خلو شخصيات شينجك يذبحون اهتم اهم شي غابي يجيها شي
1,قلنا ان اهلي مايحبوني مو لدرجه اصحي وماحصل احد بالبيت 
2,يوم جميل جدا 
2,الهم  ابي  سندي الهم  امي  نبضي الهم  اخواني  واخواتي  اضلعي ربي احفظهم بحفظك 
1,اكره الدوام واكره الجامعه واكره الصباح
2,ماعرف ليش لحين زعلانه الحياه مو عادله ابدا
